,trustfam,nofriend,placesize,socprof,trustneigh,workab,id_hash,ls,region,wkabint,ymarr,smoke,age,emcc,ysepdiv,agegr,trust,mmarr,marital,unempdur,alcsol,sport,msepdiv,sex,wkabintdur,nociga,englang,eduspec,edu
3203,YES,2,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bf6ee0>,PLEASED,Wielkopolskie,NO,1980.0,YES,59,,,45-59,MOST PEOPLE CAN BE TRUSTED,11.0,MARRIED,0,NO,YES,,2,,20,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
3204,YES,2,RURAL AREAS,RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bf6f08>,PLEASED,Kujawsko-pomorskie,NO,1974.0,NO,63,,1997.0,60-64,IT`S DIFFICULT TO TELL,1.0,WIDOWED,-8,NO,YES,9.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3205,YES,0,"URBAN 100,000-200,000",LONG-TERM SICK/DISABLED,NO,NO,<sha256 HASH object @ 0x7f6ca8bf6f30>,MIXED,Swietokrzyskie,NO,1975.0,NO,57,,,45-59,IT`S DIFFICULT TO TELL,9.0,MARRIED,24,NO,YES,,1,,-8,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
3206,YES,2,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf6f58>,PLEASED,Podkarpackie,NO,1950.0,NO,81,,,65+,ONE CAN`T BE TOO CAREFUL,,MARRIED,-8,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3207,YES,6,"URBAN 100,000-200,000",LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf6f80>,MOSTLY SATISFIED,Dolnoslaskie,NO,1991.0,NO,63,,,60-64,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,24,NO,NO,,2,,-8,NONE,technical science,SECONDARY
3208,YES,4,RURAL AREAS,LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf6fa8>,PLEASED,Podkarpackie,NO,1977.0,NO,59,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,-8,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3209,YES,6,RURAL AREAS,LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf6fd0>,MOSTLY SATISFIED,Mazowieckie,NO,1968.0,NO,65,,,65+,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
3210,YES,6,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7030>,PLEASED,Zachodnio-pomorskie,NO,1986.0,NO,51,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
3211,NO,3,"URBAN BELOW 20,000",LONG-TERM SICK/DISABLED,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7058>,MIXED,Podkarpackie,NO,1975.0,NO,76,,1976.0,65+,ONE CAN`T BE TOO CAREFUL,3.0,WIDOWED,24,NO,YES,6.0,1,,-8,NONE,no specialisation,SECONDARY
3212,YES,30,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7080>,PLEASED,Wielkopolskie,NO,1983.0,NO,50,,,45-59,MOST PEOPLE CAN BE TRUSTED,8.0,MARRIED,0,NO,NO,,2,,-8,NONE,technical science,SECONDARY
3213,YES,15,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf70a8>,MOSTLY SATISFIED,Wielkopolskie,NO,1965.0,YES,80,,,65+,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,-8,NO,YES,,2,,5,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
3214,YES,12,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf70d0>,PLEASED,Mazowieckie,NO,1975.0,NO,58,,,45-59,ONE CAN`T BE TOO CAREFUL,1.0,MARRIED,0,NO,YES,,1,,-8,PASSIVE,"agriculture, forestry, fishing",POST-SECONDARY OR HIGHER
3215,YES,2,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf70f8>,PLEASED,Lodzkie,NO,1978.0,NO,51,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3216,YES,20,RURAL AREAS,LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7120>,PLEASED,Lubelskie,NO,1981.0,YES,48,,,45-59,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,NO,,1,,20,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
3217,YES,3,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7148>,PLEASED,Podkarpackie,NO,1950.0,NO,79,,2003.0,65+,ONE CAN`T BE TOO CAREFUL,11.0,WIDOWED,0,NO,YES,7.0,1,,-8,NONE,no specialisation,SECONDARY
3218,YES,6,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7170>,PLEASED,Kujawsko-pomorskie,NO,1999.0,NO,42,,,35-44,MOST PEOPLE CAN BE TRUSTED,8.0,MARRIED,0,NO,YES,,2,,-8,PASSIVE,art,POST-SECONDARY OR HIGHER
3219,YES,6,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7198>,DELIGHTED,Opolskie,NO,2002.0,NO,33,,,25-34,MOST PEOPLE CAN BE TRUSTED,4.0,MARRIED,24,NO,YES,,1,,-8,NONE,no specialisation,SECONDARY
3220,YES,10,"URBAN 200,000-500,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf71c0>,DELIGHTED,Slaskie,NO,1966.0,NO,71,,,65+,MOST PEOPLE CAN BE TRUSTED,4.0,MARRIED,0,NO,YES,,2,,-8,ACTIVE,technical science,POST-SECONDARY OR HIGHER
3221,YES,9,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf71e8>,PLEASED,Lubelskie,NO,1970.0,YES,63,,,60-64,MOST PEOPLE CAN BE TRUSTED,12.0,MARRIED,24,NO,NO,,2,,10,NONE,architecture and construction,VOCATIONAL/GRAMMAR
3222,YES,0,"URBAN 20,000-100,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7210>,PLEASED,Zachodnio-pomorskie,NO,1998.0,YES,77,,,65+,ONE CAN`T BE TOO CAREFUL,3.0,MARRIED,-8,NO,YES,,2,,30,NONE,no specialisation,PRIMARY/NO EDUCATION
3223,YES,3,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7238>,MOSTLY SATISFIED,Warminsko-mazurskie,NO,1982.0,NO,51,,,45-59,MOST PEOPLE CAN BE TRUSTED,4.0,MARRIED,0,NO,NO,,1,,-8,NONE,social welfare,POST-SECONDARY OR HIGHER
3224,YES,10,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7260>,MOSTLY SATISFIED,Lubelskie,NO,1972.0,NO,61,,,60-64,ONE CAN`T BE TOO CAREFUL,2.0,MARRIED,-8,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3225,NO OPINION,0,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf7288>,MOSTLY DISSATISFIED,Lodzkie,NO,1980.0,NO,55,,,45-59,ONE CAN`T BE TOO CAREFUL,3.0,MARRIED,0,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
3226,YES,4,"URBAN BELOW 20,000",OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bf72b0>,MOSTLY DISSATISFIED,Mazowieckie,NO,1981.0,YES,51,,2006.0,45-59,ONE CAN`T BE TOO CAREFUL,1.0,DIVORCED,0,NO,YES,4.0,1,,20,NONE,protection and safety,VOCATIONAL/GRAMMAR
3227,YES,6,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf72d8>,MIXED,Dolnoslaskie,NO,1963.0,NO,68,,,65+,IT`S DIFFICULT TO TELL,4.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3228,YES,6,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7300>,MIXED,Wielkopolskie,NO,1965.0,NO,76,,,65+,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,2,,-8,NONE,services for the population and transport services,PRIMARY/NO EDUCATION
3229,YES,13,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7328>,PLEASED,Mazowieckie,NO,1982.0,NO,51,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,YES,,1,,-8,NONE,services for the population and transport services,SECONDARY
3230,YES,10,RURAL AREAS,RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7350>,MIXED,Swietokrzyskie,NO,1981.0,NO,62,,,60-64,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,24,NO,NO,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3231,YES,8,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7378>,PLEASED,Wielkopolskie,NO,2004.0,NO,33,,,25-34,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,NO,,2,,-8,PASSIVE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
3232,YES,18,"URBAN BELOW 20,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf73a0>,MOSTLY SATISFIED,Podkarpackie,NO,1980.0,NO,54,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,1,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
3233,YES,10,RURAL AREAS,SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf73c8>,MOSTLY SATISFIED,Kujawsko-pomorskie,NO,1983.0,NO,56,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
3234,YES,2,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf73f0>,MOSTLY SATISFIED,Lubuskie,NO,1971.0,YES,65,,,65+,MOST PEOPLE CAN BE TRUSTED,8.0,MARRIED,24,YES,YES,,2,,20,NONE,no specialisation,PRIMARY/NO EDUCATION
3235,YES,30,"URBAN 200,000-500,000",EMPLOYED IN PUBLIC SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7418>,MIXED,Dolnoslaskie,NO,1979.0,YES,52,,,45-59,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,1,,20,NONE,technical science,VOCATIONAL/GRAMMAR
3236,YES,12,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7440>,MOSTLY SATISFIED,Slaskie,NO,1999.0,NO,36,,,35-44,IT`S DIFFICULT TO TELL,8.0,MARRIED,0,YES,YES,,2,,-8,PASSIVE,technical science,POST-SECONDARY OR HIGHER
3237,YES,3,RURAL AREAS,RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf7468>,MOSTLY SATISFIED,Warminsko-mazurskie,NO,1958.0,NO,74,,2006.0,65+,ONE CAN`T BE TOO CAREFUL,12.0,WIDOWED,0,NO,YES,6.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3238,YES,2,"URBAN BELOW 20,000",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7490>,PLEASED,Mazowieckie,NO,1994.0,YES,40,,,35-44,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,NO,,1,,20,NONE,technical science,VOCATIONAL/GRAMMAR
3239,YES,3,"URBAN 20,000-100,000",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bf74b8>,MOSTLY SATISFIED,Swietokrzyskie,NO,1996.0,YES,54,,2008.0,45-59,ONE CAN`T BE TOO CAREFUL,6.0,WIDOWED,-8,NO,YES,10.0,2,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
3240,YES,2,"URBAN 100,000-200,000",UNEMPLOYED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf74e0>,MOSTLY DISSATISFIED,Dolnoslaskie,"YES, TO EU COUNTRY",1988.0,YES,46,,1998.0,45-59,ONE CAN`T BE TOO CAREFUL,4.0,DIVORCED,24,NO,YES,10.0,2,IT DEPENDS,25,NONE,no specialisation,PRIMARY/NO EDUCATION
3241,NO OPINION,-8,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf7508>,MIXED,Lubuskie,NO,1988.0,NO,53,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
3242,YES,5,"URBAN BELOW 20,000",UNEMPLOYED,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7530>,MOSTLY SATISFIED,Mazowieckie,NO,2007.0,NO,25,,,25-34,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,14,NO,NO,,1,,-8,ACTIVE,no specialisation,SECONDARY
3243,YES,4,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7558>,MOSTLY SATISFIED,Pomorskie,NO,1995.0,NO,40,,1999.0,35-44,MOST PEOPLE CAN BE TRUSTED,11.0,DIVORCED,0,NO,NO,12.0,1,,-8,ACTIVE,architecture and construction,POST-SECONDARY OR HIGHER
3244,YES,1,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7580>,MOSTLY SATISFIED,Malopolskie,NO,1976.0,NO,56,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,NO,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3245,NO OPINION,20,RURAL AREAS,FARMER,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf75a8>,PLEASED,Pomorskie,NO,1980.0,YES,52,,,45-59,IT`S DIFFICULT TO TELL,10.0,MARRIED,0,NO,YES,,2,,20,NONE,services for the population and transport services,SECONDARY
3246,YES,12,RURAL AREAS,FARMER,NO,NO,<sha256 HASH object @ 0x7f6ca8bf75d0>,MIXED,Wielkopolskie,NO,1980.0,NO,54,,,45-59,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,2,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
3247,YES,2,"URBAN 20,000-100,000",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bf75f8>,PLEASED,Slaskie,NO,2004.0,NO,31,,,25-34,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,-8,YES,NO,,2,,-8,ACTIVE,no specialisation,SECONDARY
3248,YES,10,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7620>,MOSTLY SATISFIED,Opolskie,NO,1969.0,NO,65,,,65+,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,24,NO,NO,,1,,-8,NONE,social sciences,SECONDARY
3249,YES,10,"URBAN 20,000-100,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7648>,PLEASED,Podlaskie,NO,1995.0,YES,65,,,65+,MOST PEOPLE CAN BE TRUSTED,1.0,MARRIED,-8,NO,YES,,1,,13,NONE,services for the population and transport services,SECONDARY
3250,YES,6,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7670>,MOSTLY SATISFIED,Lubuskie,"YES, TO EU COUNTRY",1977.0,NO,60,ITALY,,60-64,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,24,NO,YES,,2,LESS THAN 1 YEAR,-8,NONE,technical science,VOCATIONAL/GRAMMAR
3251,YES,5,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7698>,MOSTLY SATISFIED,Mazowieckie,NO,1998.0,NO,40,,,35-44,ONE CAN`T BE TOO CAREFUL,5.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,SECONDARY
3252,YES,4,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bf76c0>,MOSTLY SATISFIED,Lodzkie,NO,1990.0,NO,47,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,0,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
3253,YES,4,"URBAN 100,000-200,000",SELF-EMPLOYED,NO,NO,<sha256 HASH object @ 0x7f6ca8bf76e8>,PLEASED,Mazowieckie,NO,1993.0,YES,42,,,35-44,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,2,,20,NONE,technical science,SECONDARY
3254,YES,3,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7710>,MIXED,Warminsko-mazurskie,NO,1977.0,YES,57,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,-8,,YES,,1,,15,NONE,no specialisation,PRIMARY/NO EDUCATION
3255,YES,20,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7738>,PLEASED,Lodzkie,NO,1960.0,NO,72,,,65+,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,24,YES,YES,,1,,-8,NONE,not applicable,PRIMARY/NO EDUCATION
3256,YES,4,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf7760>,PLEASED,Slaskie,NO,2008.0,NO,30,,,25-34,ONE CAN`T BE TOO CAREFUL,5.0,MARRIED,0,NO,NO,,2,,-8,ACTIVE,environmental protection,POST-SECONDARY OR HIGHER
3257,YES,6,"URBAN 500,000 AND OVER",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf7788>,MOSTLY SATISFIED,Mazowieckie,NO,1973.0,NO,63,,,60-64,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
3258,YES,6,"URBAN 100,000-200,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf77b0>,MOSTLY SATISFIED,Zachodnio-pomorskie,NO,1980.0,NO,57,,,45-59,MOST PEOPLE CAN BE TRUSTED,6.0,MARRIED,-8,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3259,YES,4,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf77d8>,PLEASED,Lubelskie,NO,2002.0,NO,36,,,35-44,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,-8,NO,NO,,2,,-8,PASSIVE,liberal arts,POST-SECONDARY OR HIGHER
3260,YES,3,"URBAN 200,000-500,000",LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7800>,MOSTLY SATISFIED,Warminsko-mazurskie,NO,1981.0,YES,54,,2001.0,45-59,MOST PEOPLE CAN BE TRUSTED,6.0,WIDOWED,-8,NO,YES,2.0,1,,20,NONE,no specialisation,SECONDARY
3261,YES,30,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7828>,PLEASED,Podkarpackie,NO,1978.0,NO,53,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,24,NO,NO,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3262,YES,2,RURAL AREAS,,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7850>,PLEASED,Wielkopolskie,NO,1967.0,NO,61,,,60-64,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,24,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3263,NO,2,"URBAN 200,000-500,000",RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7878>,UNHAPPY,Slaskie,NO,1956.0,NO,80,,,65+,ONE CAN`T BE TOO CAREFUL,5.0,MARRIED,24,NO,YES,,2,,-8,NONE,production and processing,SECONDARY
3264,YES,3,"URBAN 20,000-100,000",EMPLOYED IN PUBLIC SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bf78a0>,MIXED,Lubelskie,NO,2007.0,NO,44,,,35-44,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,-8,NO,NO,,2,,-8,PASSIVE,services for the population and transport services,VOCATIONAL/GRAMMAR
3265,YES,30,"URBAN 200,000-500,000",RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bf78c8>,MIXED,Kujawsko-pomorskie,NO,1976.0,NO,63,,1982.0,60-64,IT`S DIFFICULT TO TELL,5.0,DIVORCED,24,NO,YES,9.0,1,,-8,PASSIVE,economy and administration,POST-SECONDARY OR HIGHER
3266,NO OPINION,4,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf78f0>,MIXED,Malopolskie,NO,1981.0,NO,53,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,-8,NO,YES,,1,,-8,NONE,other,SECONDARY
3267,YES,2,"URBAN 100,000-200,000",PUPIL OR STUDENT,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf7918>,MOSTLY SATISFIED,Lodzkie,NO,2010.0,NO,26,,,25-34,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,YES,,2,,-8,ACTIVE,no specialisation,SECONDARY
3268,YES,4,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf7940>,MIXED,Dolnoslaskie,NO,1997.0,YES,34,,,25-34,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,YES,,1,,10,ACTIVE,economy and administration,POST-SECONDARY OR HIGHER
3269,NO,0,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7968>,UNHAPPY,Kujawsko-pomorskie,NO,1967.0,YES,63,,1980.0,60-64,ONE CAN`T BE TOO CAREFUL,3.0,DIVORCED,12,NO,YES,7.0,2,,20,NONE,no specialisation,PRIMARY/NO EDUCATION
3270,YES,2,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7990>,MOSTLY SATISFIED,Pomorskie,NO,1983.0,NO,50,,1998.0,45-59,ONE CAN`T BE TOO CAREFUL,4.0,WIDOWED,0,NO,YES,10.0,1,,-8,NONE,services for the population and transport services,SECONDARY
3271,YES,3,"URBAN 20,000-100,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf79b8>,MOSTLY SATISFIED,Kujawsko-pomorskie,NO,1994.0,NO,46,,2005.0,45-59,ONE CAN`T BE TOO CAREFUL,7.0,DIVORCED,-8,NO,NO,7.0,1,,-8,NONE,healthcare,POST-SECONDARY OR HIGHER
3272,YES,0,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf79e0>,MIXED,Lodzkie,NO,1965.0,NO,69,,,65+,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,24,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3273,YES,2,"URBAN BELOW 20,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7a08>,MOSTLY DISSATISFIED,Dolnoslaskie,NO,1982.0,YES,51,,2010.0,45-59,ONE CAN`T BE TOO CAREFUL,12.0,DIVORCED,0,NO,YES,6.0,1,,20,NONE,technical science,VOCATIONAL/GRAMMAR
3274,YES,8,"URBAN 200,000-500,000",LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7a30>,PLEASED,Warminsko-mazurskie,NO,1974.0,NO,65,,1995.0,65+,ONE CAN`T BE TOO CAREFUL,5.0,WIDOWED,-8,NO,YES,5.0,1,,-8,NONE,no specialisation,SECONDARY
3275,YES,0,"URBAN 20,000-100,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7a58>,MIXED,Pomorskie,NO,1962.0,NO,79,,1982.0,65+,MOST PEOPLE CAN BE TRUSTED,7.0,WIDOWED,0,NO,YES,6.0,2,,-8,NONE,technical science,SECONDARY
3276,YES,4,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7a80>,MOSTLY SATISFIED,Mazowieckie,NO,1964.0,YES,68,,,65+,MOST PEOPLE CAN BE TRUSTED,12.0,MARRIED,0,NO,YES,,2,,20,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
3277,YES,5,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7aa8>,MOSTLY SATISFIED,Swietokrzyskie,NO,1954.0,NO,78,,,65+,MOST PEOPLE CAN BE TRUSTED,12.0,MARRIED,24,NO,YES,,1,,-8,NONE,not applicable,PRIMARY/NO EDUCATION
3278,YES,10,RURAL AREAS,SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7ad0>,DELIGHTED,Malopolskie,NO,1991.0,NO,44,,,35-44,MOST PEOPLE CAN BE TRUSTED,8.0,MARRIED,-8,NO,NO,,1,,-8,PASSIVE,veterinary medicine,POST-SECONDARY OR HIGHER
3279,NO,10,"URBAN 500,000 AND OVER",PUPIL OR STUDENT,YES,NO,<sha256 HASH object @ 0x7f6ca8bf7af8>,MOSTLY DISSATISFIED,Lodzkie,NO,1980.0,NO,54,,2010.0,45-59,IT`S DIFFICULT TO TELL,12.0,DIVORCED,0,YES,YES,3.0,2,,-8,PASSIVE,technical science,VOCATIONAL/GRAMMAR
3280,YES,5,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bf7b20>,MOSTLY SATISFIED,Mazowieckie,NO,1996.0,NO,36,,,35-44,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,NO,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
3281,NO OPINION,3,"URBAN 500,000 AND OVER",EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bf7b48>,MOSTLY DISSATISFIED,Lodzkie,NO,1978.0,YES,53,,2001.0,45-59,ONE CAN`T BE TOO CAREFUL,6.0,WIDOWED,0,NO,YES,6.0,1,,20,NONE,no specialisation,SECONDARY
